D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\center_2022_12_08_04_43_22_398.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\left_2022_12_08_04_43_22_398.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\right_2022_12_08_04_43_22_398.jpg, 0, 1, 0, 7.807411
D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\center_2022_12_08_04_43_22_500.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\left_2022_12_08_04_43_22_500.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\right_2022_12_08_04_43_22_500.jpg, 0, 1, 0, 8.936193
D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\center_2022_12_08_04_43_22_602.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\left_2022_12_08_04_43_22_602.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\right_2022_12_08_04_43_22_602.jpg, -0.2989053, 1, 0, 10.02825
D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\center_2022_12_08_04_43_22_706.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\left_2022_12_08_04_43_22_706.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\right_2022_12_08_04_43_22_706.jpg, -0.2814642, 1, 0, 11.30419
D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\center_2022_12_08_04_43_22_808.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\left_2022_12_08_04_43_22_808.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\right_2022_12_08_04_43_22_808.jpg, 0, 1, 0, 12.48518
D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\center_2022_12_08_04_43_22_909.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\left_2022_12_08_04_43_22_909.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\right_2022_12_08_04_43_22_909.jpg, -0.1408326, 1, 0, 13.24386
D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\center_2022_12_08_04_43_23_012.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\left_2022_12_08_04_43_23_012.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\right_2022_12_08_04_43_23_012.jpg, -0.4468221, 1, 0, 14.49658
D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\center_2022_12_08_04_43_23_116.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\left_2022_12_08_04_43_23_116.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\right_2022_12_08_04_43_23_116.jpg, -0.1794408, 1, 0, 15.57476
D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\center_2022_12_08_04_43_23_221.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\left_2022_12_08_04_43_23_221.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\right_2022_12_08_04_43_23_221.jpg, 0, 1, 0, 16.49705
D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\center_2022_12_08_04_43_23_325.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\left_2022_12_08_04_43_23_325.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\right_2022_12_08_04_43_23_325.jpg, 0, 0.660445, 0, 17.42962
D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\center_2022_12_08_04_43_23_426.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\left_2022_12_08_04_43_23_426.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\right_2022_12_08_04_43_23_426.jpg, 0, 0.3547603, 0, 18.138
D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\center_2022_12_08_04_43_23_530.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\left_2022_12_08_04_43_23_530.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\right_2022_12_08_04_43_23_530.jpg, 0, 0.05775934, 0, 17.82074
D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\center_2022_12_08_04_43_23_631.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\left_2022_12_08_04_43_23_631.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\right_2022_12_08_04_43_23_631.jpg, -0.302874, 0, 0, 18.04621
D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\center_2022_12_08_04_43_23_734.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\left_2022_12_08_04_43_23_734.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\right_2022_12_08_04_43_23_734.jpg, -0.3428115, 0, 0, 17.28572
D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\center_2022_12_08_04_43_23_837.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\left_2022_12_08_04_43_23_837.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\right_2022_12_08_04_43_23_837.jpg, -0.2706327, 0, 0, 17.62633
D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\center_2022_12_08_04_43_23_938.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\left_2022_12_08_04_43_23_938.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\right_2022_12_08_04_43_23_938.jpg, -0.4689857, 0, 0, 16.86226
D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\center_2022_12_08_04_43_24_042.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\left_2022_12_08_04_43_24_042.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\right_2022_12_08_04_43_24_042.jpg, -0.1686888, 0, 0, 17.21926
D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\center_2022_12_08_04_43_24_146.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\left_2022_12_08_04_43_24_146.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\right_2022_12_08_04_43_24_146.jpg, 0, 0, 0, 17.01354
D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\center_2022_12_08_04_43_24_248.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\left_2022_12_08_04_43_24_248.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\right_2022_12_08_04_43_24_248.jpg, 0, 0, 0, 16.30437
D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\center_2022_12_08_04_43_24_350.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\left_2022_12_08_04_43_24_350.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\right_2022_12_08_04_43_24_350.jpg, 0, 0.0550968, 0, 16.67309
D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\center_2022_12_08_04_43_24_451.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\left_2022_12_08_04_43_24_451.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\right_2022_12_08_04_43_24_451.jpg, 0, 0.3554871, 0, 16.26195
D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\center_2022_12_08_04_43_24_553.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\left_2022_12_08_04_43_24_553.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\right_2022_12_08_04_43_24_553.jpg, 0, 0.6617064, 0, 17.13117
D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\center_2022_12_08_04_43_24_655.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\left_2022_12_08_04_43_24_655.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\right_2022_12_08_04_43_24_655.jpg, 0, 0.9646972, 0, 17.66312
D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\center_2022_12_08_04_43_24_755.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\left_2022_12_08_04_43_24_755.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\right_2022_12_08_04_43_24_755.jpg, 0, 1, 0, 18.90119
D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\center_2022_12_08_04_43_24_857.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\left_2022_12_08_04_43_24_857.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\right_2022_12_08_04_43_24_857.jpg, 0, 1, 0, 19.78561
D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\center_2022_12_08_04_43_24_962.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\left_2022_12_08_04_43_24_962.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\right_2022_12_08_04_43_24_962.jpg, 0, 0.965008, 0, 20.89813
D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\center_2022_12_08_04_43_25_065.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\left_2022_12_08_04_43_25_065.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\right_2022_12_08_04_43_25_065.jpg, 0, 0.6038586, 0, 21.76811
D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\center_2022_12_08_04_43_25_166.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\left_2022_12_08_04_43_25_166.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\right_2022_12_08_04_43_25_166.jpg, 0, 0.3030511, 0, 22.03657
D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\center_2022_12_08_04_43_25_271.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\left_2022_12_08_04_43_25_271.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\right_2022_12_08_04_43_25_271.jpg, -0.2647743, 0.003343575, 0, 22.01887
D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\center_2022_12_08_04_43_25_374.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\left_2022_12_08_04_43_25_374.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\right_2022_12_08_04_43_25_374.jpg, 0, 0, 0, 21.69436
D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\center_2022_12_08_04_43_25_477.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\left_2022_12_08_04_43_25_477.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\right_2022_12_08_04_43_25_477.jpg, 0, 0, 0, 21.64685
D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\center_2022_12_08_04_43_25_582.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\left_2022_12_08_04_43_25_582.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\right_2022_12_08_04_43_25_582.jpg, 0, 0, 0, 21.15697
D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\center_2022_12_08_04_43_25_687.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\left_2022_12_08_04_43_25_687.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\right_2022_12_08_04_43_25_687.jpg, -0.251592, 0, 0, 20.86697
D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\center_2022_12_08_04_43_25_788.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\left_2022_12_08_04_43_25_788.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\right_2022_12_08_04_43_25_788.jpg, 0, 0, 0, 20.95028
D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\center_2022_12_08_04_43_25_888.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\left_2022_12_08_04_43_25_888.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\right_2022_12_08_04_43_25_888.jpg, 0, 0, 0, 20.42623
D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\center_2022_12_08_04_43_25_992.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\left_2022_12_08_04_43_25_992.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\right_2022_12_08_04_43_25_992.jpg, -0.0715896, 0, 0, 20.53773
D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\center_2022_12_08_04_43_26_093.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\left_2022_12_08_04_43_26_093.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\right_2022_12_08_04_43_26_093.jpg, -0.3719823, 0, 0, 19.95668
D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\center_2022_12_08_04_43_26_195.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\left_2022_12_08_04_43_26_195.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\right_2022_12_08_04_43_26_195.jpg, -0.1101465, 0, 0, 20.05659
D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\center_2022_12_08_04_43_26_296.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\left_2022_12_08_04_43_26_296.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\right_2022_12_08_04_43_26_296.jpg, 0, 0, 0, 19.48715
D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\center_2022_12_08_04_43_26_397.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\left_2022_12_08_04_43_26_397.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\right_2022_12_08_04_43_26_397.jpg, 0, 0, 0, 19.6676
D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\center_2022_12_08_04_43_26_500.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\left_2022_12_08_04_43_26_500.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\right_2022_12_08_04_43_26_500.jpg, -0.0741696, 0, 0, 19.06186
D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\center_2022_12_08_04_43_26_601.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\left_2022_12_08_04_43_26_601.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\right_2022_12_08_04_43_26_601.jpg, -0.3106581, 0, 0, 19.24262
D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\center_2022_12_08_04_43_26_703.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\left_2022_12_08_04_43_26_703.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\right_2022_12_08_04_43_26_703.jpg, 0, 0, 0, 18.58938
D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\center_2022_12_08_04_43_26_808.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\left_2022_12_08_04_43_26_808.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\right_2022_12_08_04_43_26_808.jpg, -0.3138903, 0, 0, 18.34202
D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\center_2022_12_08_04_43_26_911.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\left_2022_12_08_04_43_26_911.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\right_2022_12_08_04_43_26_911.jpg, -0.3603222, 0, 0, 18.54588
D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\center_2022_12_08_04_43_27_015.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\left_2022_12_08_04_43_27_015.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\right_2022_12_08_04_43_27_015.jpg, -0.06408573, 0, 0, 17.87461
D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\center_2022_12_08_04_43_27_119.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\left_2022_12_08_04_43_27_119.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\right_2022_12_08_04_43_27_119.jpg, 0, 0, 0, 18.17363
D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\center_2022_12_08_04_43_27_220.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\left_2022_12_08_04_43_27_220.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\right_2022_12_08_04_43_27_220.jpg, 0, 0, 0, 17.47307
D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\center_2022_12_08_04_43_27_323.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\left_2022_12_08_04_43_27_323.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\right_2022_12_08_04_43_27_323.jpg, 0, 0, 0, 17.81455
D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\center_2022_12_08_04_43_27_425.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\left_2022_12_08_04_43_27_425.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\right_2022_12_08_04_43_27_425.jpg, 0, 0, 0, 17.60394
D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\center_2022_12_08_04_43_27_526.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\left_2022_12_08_04_43_27_526.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\right_2022_12_08_04_43_27_526.jpg, 0, 0.1820556, 0, 16.96676
D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\center_2022_12_08_04_43_27_628.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\left_2022_12_08_04_43_27_628.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\right_2022_12_08_04_43_27_628.jpg, -0.1009782, 0.4015537, 0, 17.65233
D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\center_2022_12_08_04_43_27_729.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\left_2022_12_08_04_43_27_729.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\right_2022_12_08_04_43_27_729.jpg, -0.3181861, 0.1002847, 0, 17.3623
D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\center_2022_12_08_04_43_27_833.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\left_2022_12_08_04_43_27_833.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\right_2022_12_08_04_43_27_833.jpg, -0.02028937, 0, 0, 17.62464
D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\center_2022_12_08_04_43_27_938.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\left_2022_12_08_04_43_27_938.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\right_2022_12_08_04_43_27_938.jpg, 0, 0, 0, 16.92342
D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\center_2022_12_08_04_43_28_041.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\left_2022_12_08_04_43_28_041.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\right_2022_12_08_04_43_28_041.jpg, 0, 0, 0, 17.28022
D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\center_2022_12_08_04_43_28_143.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\left_2022_12_08_04_43_28_143.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\right_2022_12_08_04_43_28_143.jpg, -0.2579061, 0, 0, 16.56662
D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\center_2022_12_08_04_43_28_244.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\left_2022_12_08_04_43_28_244.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\right_2022_12_08_04_43_28_244.jpg, -0.1511547, 0, 0, 16.29407
D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\center_2022_12_08_04_43_28_346.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\left_2022_12_08_04_43_28_346.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\right_2022_12_08_04_43_28_346.jpg, 0, 0, 0, 16.66475
D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\center_2022_12_08_04_43_28_447.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\left_2022_12_08_04_43_28_447.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\right_2022_12_08_04_43_28_447.jpg, 0, 0, 0, 15.95944
D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\center_2022_12_08_04_43_28_551.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\left_2022_12_08_04_43_28_551.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\right_2022_12_08_04_43_28_551.jpg, 0, 0.1814313, 0, 16.36303
D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\center_2022_12_08_04_43_28_654.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\left_2022_12_08_04_43_28_654.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\right_2022_12_08_04_43_28_654.jpg, 0, 0.4768626, 0, 16.11256
D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\center_2022_12_08_04_43_28_756.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\left_2022_12_08_04_43_28_756.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\right_2022_12_08_04_43_28_756.jpg, 0, 0.7830061, 0, 17.13301
D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\center_2022_12_08_04_43_28_857.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\left_2022_12_08_04_43_28_857.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\right_2022_12_08_04_43_28_857.jpg, 0, 1, 0, 17.86396
D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\center_2022_12_08_04_43_28_958.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\left_2022_12_08_04_43_28_958.jpg, D:\Ph.D\SelfDrivingCar\SelfDrivingData\IMG\right_2022_12_08_04_43_28_958.jpg, -0.09228511, 0.8767873, 0, 19.04512
